PacienteID;Nome;CPF;Data_Nascimento;Genero;Data_Admissao;Data_Alta;Diagnostico;Procedimento;Quantidade_Exames;Custo_Total;Medico_Responsavel;Dias_Internacao
HOSP-01270;Dra. Emanuella Novais;925.647.308-92;1962-06-08;Masculino;2024-03-27;2024-03-28;Diabetes Descompensada;Cirurgia Cardíaca;2;2684.33;Dr(a). Garcia;1
HOSP-01271;Ian Cavalcante;382.156.094-06;1933-10-11;Masculino;2024-02-20;2024-03-13;Diabetes Descompensada;Fisioterapia;10;6610.42;Dr(a). Nascimento;22
HOSP-01272;Luiz Otávio Carvalho;105.784.962-67;1959-06-29;Feminino;2024-02-18;2024-02-19;Apendicite;Cirurgia;6;4871.55;Dr(a). Leão;1
HOSP-01273;Carlos Eduardo Lima;873.259.146-28;1961-01-30;Masculino;2024-03-14;2024-04-03;Infarto;Tratamento Clínico;8;5604.21;Dr(a). Fogaça;20
HOSP-01274;Léo Araújo;386.095.174-20;1993-05-30;Masculino;2024-03-28;2024-03-30;Hipertensão;Cirurgia;4;5339.62;Dr(a). Abreu;2
HOSP-01275;Emilly Monteiro;867.104.293-69;2014-09-01;Masculino;2024-10-02;2024-10-12;Covid-19;Cirurgia Cardíaca;3;4530.4;Dr(a). Machado;10
HOSP-01276;Luigi Ferreira;582.704.169-67;1973-02-24;Masculino;2024-05-02;2024-05-23;Pneumonia;Cirurgia;2;3152.98;Dr(a). Novais;21
HOSP-01277;Clarice Ribeiro;295.730.648-47;1964-11-24;Feminino;2024-04-04;2024-04-21;Diabetes Descompensada;Fisioterapia;5;4634.14;Dr(a). Pinto;17
HOSP-01278;Davi Luiz Araújo;481.729.503-14;2007-06-01;Masculino;2024-03-17;2024-03-30;Infarto;Cirurgia Cardíaca;8;7232.32;Dr(a). Pastor;13
HOSP-01279;Manuela Moura;705.628.491-49;2024-02-22;Feminino;2024-06-05;2024-06-19;Trauma Crânio-Encefálico;Cirurgia;1;2199.32;Dr(a). Caldeira;14
HOSP-01280;José Garcia;751.648.230-71;1960-10-22;Masculino;2025-01-30;2025-02-26;Pneumonia;Cirurgia;9;5994.46;Dr(a). Duarte;27
HOSP-01281;Alícia Pimenta;631.052.978-12;1990-07-22;Masculino;2025-01-19;2025-02-15;Infarto;Fisioterapia;8;5481.51;Dr(a). da Mata;27
HOSP-01282;Dom Lopes;301.975.824-60;2018-11-04;Masculino;2024-10-28;2024-11-16;Fratura;Observação;10;7102.11;Dr(a). Pires;19
HOSP-01283;Srta. Isis Fogaça;471.238.609-69;1976-06-04;Feminino;2024-10-17;2024-10-24;Pneumonia;Cirurgia Cardíaca;7;5310.38;Dr(a). Caldeira;7
HOSP-01284;Lucca da Mata;796.814.520-11;1969-12-30;;2024-02-04;2024-02-08;Fratura;Tratamento Clínico;3;4749.46;Dr(a). Souza;4
HOSP-01285;Alana Abreu;781.659.324-46;1988-07-22;Feminino;2024-03-08;2024-03-26;Infarto;Observação;3;3734.89;Dr(a). Farias;18
HOSP-01286;Maitê Cirino;014.675.382-80;2017-12-09;Masculino;2024-07-02;2024-07-05;Trauma Crânio-Encefálico;Fisioterapia;10;6111.95;Dr(a). das Neves;3
HOSP-01287;Miguel Nascimento;041.569.832-42;1936-10-22;Feminino;2024-12-07;2024-12-27;Trauma Crânio-Encefálico;Observação;8;7024.85;Dr(a). Nunes;20
HOSP-01288;Raquel Santos;463.127.850-17;1938-03-01;;2024-06-17;2024-07-04;Diabetes Descompensada;Observação;3;3219.47;Dr(a). Borges;17
HOSP-01289;Sr. Anthony Gabriel Barbosa;763.425.981-00;2005-08-24;Masculino;2024-03-18;2024-03-26;Fratura;Observação;10;6819.08;Dr(a). Viana;8
HOSP-01290;Maria Luiza Vasconcelos;691.458.237-82;1968-03-31;Feminino;2024-11-20;2024-11-21;Fratura;Fisioterapia;3;4433.7;Dr(a). Albuquerque;1
HOSP-01291;Dr. Bryan da Cunha;;2023-04-06;Masculino;2024-09-24;2024-10-18;Trauma Crânio-Encefálico;Cirurgia Cardíaca;3;4209.93;Dr(a). Sá;24
HOSP-01292;Alana Rezende;320.614.857-07;1953-09-27;Feminino;2024-11-08;2024-11-18;Pneumonia;Antibióticos;10;5652.19;Dr(a). Oliveira;10
HOSP-01293;Dr. Otávio Fonseca;628.015.793-86;1981-01-20;Masculino;2024-11-23;2024-12-15;Infarto;Cirurgia;7;4724.87;Dr(a). da Paz;22
HOSP-01294;Dr. Eduardo Marques;165.427.830-08;1983-07-09;;2024-11-11;2024-11-21;Apendicite;Antibióticos;4;5044.88;Dr(a). Ribeiro;10
HOSP-01295;Sophia Guerra;918.367.504-39;1935-02-26;Masculino;2024-03-08;2024-03-24;Covid-19;Observação;1;2031.61;Dr(a). Rezende;16
HOSP-01296;Daniela Pires;953.076.142-25;1973-03-04;Masculino;2024-10-28;2024-11-12;Trauma Crânio-Encefálico;Fisioterapia;6;5217.24;Dr(a). Marques;15
HOSP-01297;Sra. Ana Clara Andrade;173.209.854-97;2025-01-10;Masculino;2024-05-06;2024-05-17;Hipertensão;Tratamento Clínico;10;7222.81;Dr(a). Cavalcanti;11
HOSP-01298;Dante Brito;274.805.196-30;1981-09-29;Feminino;2024-02-06;2024-02-16;Covid-19;Tratamento Clínico;2;3227.79;Dr(a). Teixeira;10
HOSP-01299;Mariana Rios;259.083.716-02;2020-08-06;Masculino;2024-08-27;2024-09-01;Hipertensão;Antibióticos;5;5748.5;Dr(a). Abreu;5
HOSP-01300;Milena Almeida;731.489.026-96;1979-05-20;;2024-04-27;2024-05-21;Trauma Crânio-Encefálico;Tratamento Clínico;9;7175.45;Dr(a). Ferreira;24
HOSP-01301;Milena Silva;384.097.265-56;1937-04-16;Feminino;2024-12-28;2025-01-07;Hipertensão;Tratamento Clínico;1;2792.19;Dr(a). Nascimento;10
HOSP-01302;Yuri da Cruz;873.106.524-44;2007-05-09;Masculino;2024-08-05;2024-08-22;Trauma Crânio-Encefálico;Cirurgia;;;Dr(a). Abreu;17
HOSP-01303;Nathan Peixoto;798.065.123-59;1981-11-07;Feminino;2025-01-22;2025-02-12;Infarto;Antibióticos;3;4557.12;Dr(a). Mendonça;21
HOSP-01304;Sr. Davi Lucca Macedo;532.790.486-56;1963-05-29;Masculino;2024-03-01;2024-03-03;Apendicite;Fisioterapia;4;5364.67;Dr(a). Moraes;28
HOSP-01305;Benício Almeida;975.346.102-06;1975-09-07;Masculino;2024-02-04;2024-03-01;Diabetes Descompensada;Tratamento Clínico;15;2955.27;Dr(a). Sousa;26
HOSP-01306;Rafaela Pinto;740.239.618-50;1968-09-05;Feminino;2024-09-22;2024-10-19;Trauma Crânio-Encefálico;Cirurgia;3;4032.91;Dr(a). Lima;27
HOSP-01307;Dr. Oliver Costa;609.837.521-68;1997-03-05;Masculino;2024-07-03;2024-07-04;Hipertensão;Antibióticos;2;3575.88;Dr(a). Correia;1
HOSP-01308;Vitor Gabriel Mendes;469.510.723-61;1965-02-22;Feminino;2024-05-09;2024-05-28;Infarto;Cirurgia;9;5788.44;Dr(a). Farias;19
HOSP-01309;Dr. Calebe Nunes;291.634.057-25;1943-03-10;Feminino;2024-02-10;2024-02-23;Diabetes Descompensada;Fisioterapia;5;5603.14;Dr(a). Vargas;13
HOSP-01310;;028.157.493-60;1995-11-27;Feminino;2024-03-15;2024-04-06;Covid-19;Cirurgia Cardíaca;;5632.47;Dr(a). Viana;22
HOSP-01311;Liz da Mata;578.024.639-47;1979-03-10;Feminino;2024-04-16;;Fratura;Antibióticos;10;7546.08;Dr(a). Oliveira;3
HOSP-01312;Miguel Silveira;734.259.860-74;1937-10-23;Masculino;2024-07-09;2024-07-31;Covid-19;Tratamento Clínico;5;5826.1;Dr(a). Nascimento;22
HOSP-01313;Carlos Eduardo Pires;591.034.287-88;1987-12-29;Masculino;2024-12-27;2025-01-04;Infarto;Cirurgia;9;5871.82;Dr(a). Leão;8
HOSP-01314;Antônio Macedo;415.690.782-11;2010-06-07;Feminino;2024-12-13;2024-12-29;Infarto;Cirurgia;6;4609.33;Dr(a). Silveira;16
HOSP-01315;Ana Clara Vasconcelos;931.465.702-70;1990-06-14;Masculino;2024-03-18;2024-03-31;Infarto;Observação;9;5926.18;Dr(a). Cardoso;13
HOSP-01316;Rebeca da Cruz;468.719.523-73;1990-03-06;Feminino;2024-11-16;2024-11-30;Hipertensão;Cirurgia;9;5940.12;Dr(a). Siqueira;126
HOSP-01317;Maria Eduarda Gomes;490.728.531-05;1988-09-22;Masculino;2024-12-16;2024-12-24;Pneumonia;Observação;3;4243.41;Dr(a). da Cunha;8
HOSP-01318;Juan Lopes;176.893.204-22;2015-10-07;Masculino;2024-03-27;2024-03-28;Hipertensão;Antibióticos;2;3011.37;Dr(a). Santos;1
HOSP-01319;Caroline Freitas;482.763.509-92;1935-01-02;Feminino;2024-08-11;2024-08-28;Fratura;Cirurgia;5;5937.52;Dr(a). Abreu;17
HOSP-01320;Yago Araújo;872.640.591-11;1967-03-01;Feminino;2024-02-13;2024-03-02;Fratura;Observação;10;7729.68;Dr(a). Azevedo;18
HOSP-01321;Maria Luísa Almeida;371.605.489-57;1946-08-29;Feminino;2024-04-21;2024-05-21;Hipertensão;Fisioterapia;9;;Dr(a). Aparecida;30
HOSP-01322;Mariane Nogueira;798.013.526-12;1979-06-27;Feminino;2025-01-28;2025-01-30;Fratura;Observação;8;6608.29;Dr(a). Nogueira;2
HOSP-01323;Ana Júlia Pinto;310.524.697-52;2004-05-03;Feminino;2024-07-25;2024-08-21;Trauma Crânio-Encefálico;Observação;7;4731.32;Dr(a). Machado;27
HOSP-01324;Enrico Alves;549.713.268-55;2016-05-23;Feminino;2024-11-06;2024-11-20;Apendicite;Tratamento Clínico;8;5533.13;Dr(a). Casa Grande;14
HOSP-01325;Matheus Montenegro;310.275.468-62;1980-11-14;Masculino;2024-11-29;2024-12-17;Trauma Crânio-Encefálico;Fisioterapia;4;3885.11;Dr(a). Cavalcante;18
HOSP-01326;Mariah Rodrigues;190.275.683-59;1958-11-12;Masculino;2024-05-17;2024-06-14;Trauma Crânio-Encefálico;Tratamento Clínico;4;3773.7;Dr(a). Macedo;28
HOSP-01327;Dr. Henry Guerra;682.513.094-33;2003-11-25;Masculino;2024-12-16;2025-01-08;Diabetes Descompensada;Cirurgia;9;6195.85;;23
HOSP-01328;João Lopes;768.450.293-00;1937-09-06;Feminino;2024-08-04;2024-08-25;Apendicite;Cirurgia Cardíaca;2;3441.39;Dr(a). Campos;21
HOSP-01329;Ana Sophia Aragão;314.528.670-62;1929-05-15;Feminino;2024-12-13;2024-12-26;Trauma Crânio-Encefálico;Cirurgia Cardíaca;3;4366.69;Dr(a). Sales;13
HOSP-01330;Rafaela Novaes;861.497.052-85;1940-03-14;Feminino;2024-11-05;2024-11-08;Fratura;Cirurgia Cardíaca;1;2199.6;Dr(a). Pereira;
HOSP-01331;Carolina Pacheco;701.489.632-69;1934-06-25;Masculino;2024-11-05;2024-11-24;Apendicite;Fisioterapia;1;2075.7;Dr(a). Andrade;19
HOSP-01332;Stella Vargas;709.382.516-86;1990-02-18;Feminino;2024-02-20;2024-02-27;Fratura;Tratamento Clínico;5;4063.47;Dr(a). Farias;7
HOSP-01333;Sr. Gustavo Correia;589.013.724-79;1944-02-10;Feminino;2024-11-14;2024-12-14;Apendicite;Observação;4;5085.88;Dr(a). Lopes;30
HOSP-01334;Bruno Rios;683.079.254-10;1932-08-11;Feminino;2024-10-02;2024-10-25;Infarto;Antibióticos;8;5355.35;Dr(a). Guerra;23
HOSP-01335;Otávio Vasconcelos;593.826.741-28;1946-06-24;Feminino;2024-08-30;2024-09-23;Infarto;Cirurgia;7;5711.91;Dr(a). Câmara;24
HOSP-01336;Rebeca Nunes;540.896.273-38;1956-07-21;Masculino;2024-07-14;2024-08-11;Trauma Crânio-Encefálico;Observação;7;5064.73;Dr(a). Teixeira;28
HOSP-01337;Anthony Gabriel Aragão;049.327.865-65;2007-10-11;Masculino;2024-12-10;2024-12-13;Fratura;Cirurgia;4;27798.91;Dr(a). Mendes;
HOSP-01338;Ravi Cassiano;541.769.380-48;1956-10-24;Masculino;2024-06-22;2024-07-21;Hipertensão;Tratamento Clínico;6;6266.17;Dr(a). da Conceição;29
HOSP-01339;Allana Siqueira;039.546.278-92;1945-02-13;Masculino;2024-11-21;2024-11-30;Hipertensão;Antibióticos;7;6142.36;Dr(a). Ramos;9
HOSP-01340;Clara Sousa;341.709.526-34;1939-09-30;Feminino;2025-01-09;2025-01-12;Infarto;Observação;9;5485.77;Dr(a). Fonseca;3
HOSP-01341;Sr. Kevin Pinto;425.798.163-64;1965-03-28;Masculino;2024-03-25;2024-04-24;Trauma Crânio-Encefálico;;9;6597.91;Dr(a). Ferreira;30
HOSP-01342;Benjamin Lopes;780.362.149-03;1928-03-18;Masculino;2024-07-15;2024-08-07;Infarto;Cirurgia;3;4127.76;Dr(a). Cirino;23
HOSP-01343;Lucas Jesus;541.907.328-50;1940-03-27;Feminino;2024-05-30;2024-06-05;Diabetes Descompensada;Tratamento Clínico;9;6334.69;Dr(a). Lopes;6
HOSP-01344;Juliana Brito;316.048.579-00;2016-05-26;Masculino;2024-12-09;2025-01-06;Diabetes Descompensada;Tratamento Clínico;10;8174.02;Dr(a). Araújo;28
HOSP-01345;Srta. Caroline Cunha;495.237.860-83;1964-12-15;Masculino;2024-04-20;2024-05-18;Diabetes Descompensada;Cirurgia Cardíaca;9;6241.61;Dr(a). da Costa;28
HOSP-01346;Eduardo Cavalcante;974.132.856-73;2005-04-14;Masculino;2025-01-10;2025-01-17;Pneumonia;Fisioterapia;4;3731.21;Dr(a). Rios;7
HOSP-01347;Théo Siqueira;924.608.153-60;1991-06-27;Feminino;2024-02-04;2024-02-07;Diabetes Descompensada;Observação;2;3738.28;;3
HOSP-01348;Miguel Cavalcanti;294.176.830-04;1993-03-28;Masculino;2024-05-26;2024-06-10;Trauma Crânio-Encefálico;Antibióticos;3;4706.69;Dr(a). Nunes;15
HOSP-01349;Valentim Marques;016.579.834-39;1944-05-13;Feminino;2024-11-29;2024-12-18;Pneumonia;Fisioterapia;9;6368.18;Dr(a). Moraes;19
HOSP-01350;Sarah Cassiano;209.378.146-87;1952-09-29;Masculino;2024-10-02;2024-11-01;Infarto;Antibióticos;4;4822.88;Dr(a). Araújo;30
HOSP-01351;Helena Fernandes;561.897.402-94;1991-11-05;Masculino;2024-10-16;2024-10-21;Fratura;Observação;4;4606.26;Dr(a). Lopes;5
HOSP-01352;Paulo Cirino;490.835.672-65;1973-07-18;Masculino;2024-06-05;2024-06-16;Trauma Crânio-Encefálico;Observação;3;4496.94;Dr(a). da Rosa;11
HOSP-01353;Antônio Viana;387.209.456-47;1932-09-28;Masculino;2024-10-06;2024-10-24;Infarto;Cirurgia;4;5368.2;Dr(a). da Paz;18
HOSP-01354;Hellena Cavalcanti;638.914.507-10;2012-07-06;Feminino;2024-06-21;2024-07-04;Apendicite;Cirurgia;1;2116.34;Dr(a). Cunha;13
HOSP-01355;;791.560.482-11;1978-05-30;Masculino;2024-12-24;2025-01-02;Hipertensão;Antibióticos;3;3985.15;Dr(a). Silva;9
HOSP-01356;Lorena Leão;032.614.857-44;1929-02-23;Masculino;2024-11-29;2024-12-12;Covid-19;Cirurgia Cardíaca;10;6547.81;Dr(a). Leão;13
HOSP-01357;Ana Liz Ribeiro;840.257.196-49;1966-06-10;Masculino;2024-03-07;2024-03-30;Trauma Crânio-Encefálico;Tratamento Clínico;6;6381.93;Dr(a). Nascimento;
HOSP-01358;Aurora Dias;450.198.236-51;2021-01-16;Feminino;2024-06-08;2024-07-06;Hipertensão;Fisioterapia;1;2240.71;Dr(a). Ribeiro;28
HOSP-01359;Eduardo Rezende;895.347.621-64;1979-03-08;Feminino;2024-06-06;2024-06-20;Pneumonia;Cirurgia;9;7079.6;Dr(a). Costela;14
HOSP-01360;João Felipe Siqueira;964.387.105-39;1996-08-01;Feminino;2024-11-01;2024-11-02;Hipertensão;Cirurgia Cardíaca;9;6157.6;Dr(a). Casa Grande;1
HOSP-01361;Yago Vasconcelos;917.026.854-11;2015-05-18;Masculino;2024-09-04;2024-09-15;Trauma Crânio-Encefálico;Observação;10;6266.63;Dr(a). Rodrigues;11
HOSP-01362;Ísis Câmara;204.956.178-49;1948-03-30;Feminino;2024-09-01;2024-09-06;Fratura;Antibióticos;1;2144.06;Dr(a). Abreu;5
HOSP-01363;Maitê Barbosa;590.283.416-33;1987-04-18;Feminino;2024-07-19;2024-07-22;Covid-19;Cirurgia Cardíaca;10;5636.04;Dr(a). da Cruz;3
HOSP-01364;Valentim Casa Grande;430.597.682-00;2002-07-14;Feminino;2024-10-19;2024-10-28;Apendicite;Observação;7;4879.1;Dr(a). Costa;9
HOSP-01365;Mirella Costa;248.509.631-70;1999-03-13;Feminino;2024-04-04;2024-04-24;Trauma Crânio-Encefálico;Tratamento Clínico;9;5691.64;Dr(a). Fonseca;20
HOSP-01366;Bernardo Oliveira;038.672.159-95;1988-09-13;;2024-10-08;2024-10-20;Apendicite;Observação;2;3576.14;Dr(a). Oliveira;168
HOSP-01367;Sr. Lucca Ferreira;436.725.018-08;;Masculino;2024-08-05;2024-08-08;;Observação;9;7485.54;Dr(a). Rezende;3
HOSP-01368;Manuella Correia;874.506.213-71;1959-04-21;Masculino;2024-04-19;2024-05-19;Fratura;Tratamento Clínico;7;28800.27;Dr(a). Farias;30
HOSP-01369;Benício Ferreira;314.562.907-70;2016-07-14;Masculino;2024-10-15;2024-10-27;Hipertensão;Observação;3;3448.03;Dr(a). Machado;12
HOSP-01370;Sra. Clarice Peixoto;073.415.986-20;2021-07-12;Masculino;2024-11-15;2024-11-26;Diabetes Descompensada;Antibióticos;9;6715.69;Dr(a). Moura;11
HOSP-01371;Alexandre Barbosa;198.064.327-03;1981-07-28;Masculino;2024-12-18;2025-01-12;Fratura;Antibióticos;2;2726.83;Dr(a). Ramos;25
HOSP-01372;Letícia Cardoso;825.174.096-76;1929-11-05;Feminino;2024-11-06;2024-11-29;Hipertensão;Antibióticos;7;6092.18;Dr(a). Guerra;23
HOSP-01373;Bruna Santos;587.461.039-10;1971-02-02;Feminino;2024-07-23;2024-08-10;Hipertensão;Fisioterapia;7;5228.2;Dr(a). Ramos;18
;João Lucas Pastor;793.150.648-01;1953-10-08;Masculino;2024-02-07;2024-02-11;Hipertensão;Cirurgia;2;3339.32;Dr(a). Cirino;4
HOSP-01375;Caroline Farias;608.154.937-20;1984-03-15;Feminino;2024-09-06;2024-09-16;Trauma Crânio-Encefálico;Antibióticos;5;4857.61;Dr(a). Teixeira;10
HOSP-01376;Diego Gonçalves;317.605.894-20;1925-07-18;Masculino;2024-10-10;2024-10-16;Pneumonia;Tratamento Clínico;7;6057.96;Dr(a). da Rocha;6
HOSP-01377;Dra. Lorena Barros;620.473.185-80;1924-07-10;Masculino;2024-03-23;2024-04-04;Fratura;Cirurgia Cardíaca;8;5823.16;Dr(a). da Mata;12
HOSP-01378;Arthur Moura;950.237.148-88;1998-03-08;Feminino;2024-05-26;2024-06-15;Trauma Crânio-Encefálico;Cirurgia;9;6646.11;Dr(a). Moraes;20
HOSP-01379;Sra. Isis Cardoso;590.831.426-98;1935-07-18;Feminino;2024-04-27;2024-05-08;Fratura;Observação;3;4262.88;Dr(a). Moura;11
HOSP-01380;Enzo Aragão;413.729.860-22;2015-10-11;Feminino;2024-08-16;2024-08-26;Apendicite;Observação;7;5909.31;Dr(a). Caldeira;10
HOSP-01381;Sophie Albuquerque;315.860.729-86;2000-04-29;Masculino;2024-12-17;2025-01-12;Pneumonia;Observação;9;6899.5;Dr(a). Guerra;26
HOSP-01382;Matteo Abreu;761.359.082-86;1983-09-23;Masculino;2024-10-23;2024-11-04;Trauma Crânio-Encefálico;Fisioterapia;2;;Dr(a). Ribeiro;12
HOSP-01383;Cauê da Conceição;593.186.470-93;1965-05-29;Masculino;2024-09-18;2024-09-21;Infarto;Tratamento Clínico;9;5414.31;Dr(a). Nogueira;3
HOSP-01384;Vitor Gabriel Vasconcelos;720.564.819-01;1987-04-27;Masculino;2024-10-23;2024-11-13;Trauma Crânio-Encefálico;Cirurgia;7;6586.89;Dr(a). Mendes;21
HOSP-01385;Sr. Luiz Fernando Farias;964.287.051-76;2021-03-11;;2024-07-26;2024-08-06;Apendicite;Observação;1;2041.28;Dr(a). Aragão;11
HOSP-01386;Dr. Murilo Moraes;470.368.152-80;2024-09-21;Masculino;2024-02-08;2024-03-02;Pneumonia;Antibióticos;7;5228.82;Dr(a). Pereira;23
HOSP-01387;Maria Cecília Borges;948.130.567-84;1925-07-10;Masculino;2024-10-21;2024-11-13;Pneumonia;Tratamento Clínico;7;5223.47;Dr(a). da Rocha;23
HOSP-01388;Rael Sampaio;830.194.572-97;1959-05-28;Feminino;2024-07-18;2024-08-12;Diabetes Descompensada;Tratamento Clínico;9;5261.92;Dr(a). Farias;25
HOSP-01389;Maria Isis Câmara;638.192.470-50;1979-11-04;Feminino;2024-10-27;2024-11-23;Pneumonia;Tratamento Clínico;3;4647.27;Dr(a). da Cunha;27
HOSP-01390;Elisa Silva;720.613.845-44;1927-03-11;Masculino;2024-03-09;2024-03-28;Apendicite;Cirurgia Cardíaca;5;5758.32;Dr(a). Castro;19
HOSP-01391;Cauê Cirino;432.769.810-50;1938-09-07;Feminino;2024-11-03;2024-11-07;Covid-19;Tratamento Clínico;7;5387.91;Dr(a). Almeida;4
HOSP-01392;;241.568.309-42;1966-06-19;Feminino;2025-01-17;2025-01-26;Pneumonia;Fisioterapia;1;2489.75;Dr(a). Casa Grande;9
HOSP-01393;Ana Julia Alves;832.057.469-29;1949-01-31;Masculino;2024-02-18;2024-02-25;Pneumonia;Cirurgia Cardíaca;5;4106.61;Dr(a). Mendes;7
HOSP-01394;Olivia Castro;678.452.930-83;1976-10-12;Masculino;2024-02-20;2024-02-27;Hipertensão;Cirurgia Cardíaca;5;5453.02;Dr(a). Peixoto;7
HOSP-01395;Pedro Pacheco;456.207.891-01;1953-01-26;Feminino;2024-06-23;2024-06-24;Hipertensão;Cirurgia;9;7320.68;Dr(a). Santos;1
HOSP-01396;Anthony Moraes;367.218.045-90;2007-11-05;Masculino;2024-11-05;2024-11-17;Hipertensão;Observação;4;3761.92;Dr(a). Rodrigues;12
HOSP-01397;Lavínia Cardoso;907.852.634-38;1946-10-08;Masculino;2024-05-19;2024-05-20;Hipertensão;Cirurgia;7;6680.92;Dr(a). Viana;1
HOSP-01398;João Miguel Alves;876.435.109-20;1955-02-27;Masculino;2024-06-15;2024-06-29;Infarto;Tratamento Clínico;;7287.93;Dr(a). Dias;196
HOSP-01399;Jade Pastor;423.816.759-73;1967-10-15;Masculino;2024-12-08;2024-12-25;Infarto;Observação;8;;Dr(a). da Conceição;17
HOSP-01400;Ana Sophia Costela;236.185.079-68;1942-03-20;Masculino;2024-08-20;2024-08-26;Covid-19;Observação;3;4478.1;Dr(a). Alves;6
HOSP-01401;Luiz Felipe Pastor;945.623.810-51;1934-07-01;Feminino;2024-04-13;2024-05-10;Pneumonia;Cirurgia Cardíaca;1;2462.44;Dr(a). Borges;27
HOSP-01402;Isis Brito;238.901.574-32;1977-02-07;Masculino;2024-03-05;2024-03-14;Trauma Crânio-Encefálico;Fisioterapia;10;5665.15;Dr(a). Peixoto;9
HOSP-01403;Julia Rezende;486.973.210-69;1946-02-17;Masculino;2025-01-27;2025-01-30;Pneumonia;Tratamento Clínico;1;2236.87;Dr(a). Melo;3
HOSP-01404;Ana Carolina Oliveira;605.428.973-00;1994-12-10;Masculino;2024-08-17;2024-09-10;Apendicite;Cirurgia Cardíaca;6;6032.27;Dr(a). Vieira;24
HOSP-01405;Lorenzo Melo;807.356.941-84;2016-08-08;Feminino;2024-07-25;2024-08-20;Pneumonia;Antibióticos;3;4654.5;Dr(a). Novais;26
HOSP-01406;Sophia Ribeiro;946.327.018-31;1930-12-15;Masculino;2024-03-02;2024-03-12;Pneumonia;Fisioterapia;4;4630.5;Dr(a). Ribeiro;10
HOSP-01407;Caroline Farias;495.236.781-91;1926-07-24;Feminino;2024-07-05;2024-07-28;Apendicite;Cirurgia;9;5689.24;Dr(a). Ramos;23
HOSP-01408;Marcelo Oliveira;918.273.406-22;2002-07-16;Feminino;2024-04-15;2024-04-29;Covid-19;Cirurgia;2;3508.46;Dr(a). Fonseca;14
HOSP-01409;Dom Costela;239.154.708-05;1985-06-15;Masculino;2024-12-05;;Fratura;Cirurgia;3;3436.08;Dr(a). Moreira;13
HOSP-01410;Marcela Borges;735.409.268-10;1983-10-28;Masculino;2024-11-18;2024-11-21;Infarto;Antibióticos;7;5809.53;Dr(a). Marques;3
HOSP-01411;Dr. Rhavi Pimenta;746.395.082-47;2011-02-19;Masculino;2024-09-26;2024-10-20;Fratura;Tratamento Clínico;1;2764.35;Dr(a). Gonçalves;24
HOSP-01412;Maria Flor da Mota;240.917.865-02;1958-05-16;Masculino;2024-08-12;2024-08-27;Fratura;Tratamento Clínico;1;2749.45;Dr(a). Nogueira;15
HOSP-01413;Carlos Eduardo Lopes;724.613.590-16;1967-10-24;Masculino;2024-08-12;2024-08-24;Apendicite;Tratamento Clínico;5;5959.15;Dr(a). da Luz;12
HOSP-01414;Luan Souza;186.402.935-89;1964-02-25;Masculino;2024-03-17;2024-03-25;Diabetes Descompensada;Cirurgia;4;4768.53;Dr(a). Cavalcanti;8
HOSP-01415;Sra. Bárbara Fernandes;125.308.476-90;1935-07-06;Feminino;2024-08-19;2024-08-28;Fratura;Fisioterapia;6;5273.1;Dr(a). Cassiano;9
HOSP-01416;Camila Camargo;158.630.294-98;2016-12-21;Masculino;2025-01-06;2025-02-04;Trauma Crânio-Encefálico;Cirurgia;4;4451.27;Dr(a). Duarte;29
HOSP-01417;Dr. João Vitor Oliveira;790.216.835-12;1927-03-13;Feminino;2024-08-20;2024-09-12;Covid-19;Cirurgia Cardíaca;9;7300.08;Dr(a). Oliveira;23
HOSP-01418;Theo da Paz;789.465.021-85;1990-07-14;Feminino;2024-09-25;2024-09-29;Pneumonia;Observação;5;5630.3;Dr(a). Caldeira;4
HOSP-01419;Lucca Fernandes;642.739.058-92;2020-12-19;Feminino;2024-06-16;2024-06-27;Infarto;Antibióticos;9;6625.94;Dr(a). Araújo;11
HOSP-01420;Dra. Isadora Barros;425.016.379-25;1941-05-10;Feminino;2024-06-04;2024-06-12;Infarto;Cirurgia;5;4537.5;Dr(a). da Cunha;8
HOSP-01421;Matheus Porto;108.769.542-20;1986-04-22;Feminino;2024-04-04;2024-04-28;Covid-19;;3;3557.35;Dr(a). Cavalcanti;24
HOSP-01422;Luiz Felipe Pastor;748.319.256-91;1924-12-14;Masculino;2024-04-14;2024-04-16;Diabetes Descompensada;Cirurgia Cardíaca;2;3226.63;Dr(a). Pires;2
HOSP-01423;Pedro Henrique Ferreira;256.930.487-56;1936-06-29;Masculino;2024-03-12;2024-03-31;Infarto;Fisioterapia;3;3932.5;Dr(a). Pereira;19
HOSP-01424;Enrico Costela;594.680.321-24;1944-04-10;Masculino;2024-09-22;2024-10-17;;Antibióticos;6;6328.21;Dr(a). Oliveira;175
HOSP-01425;;472.316.509-61;1989-12-30;Feminino;2024-08-05;2024-08-12;Covid-19;Observação;8;6353.92;Dr(a). Costa;7
HOSP-01426;Clara Martins;716.854.329-64;1991-06-04;Masculino;2024-07-20;2024-08-12;Hipertensão;Cirurgia Cardíaca;8;6934.91;Dr(a). Leão;23
HOSP-01427;Nicolas Jesus;405.816.379-84;1933-12-07;Masculino;2024-03-13;2024-03-26;Hipertensão;Observação;7;5271.46;Dr(a). Fonseca;13
HOSP-01428;Bianca Silva;617.094.832-96;1983-11-08;Feminino;2024-10-17;2024-11-13;Pneumonia;Observação;7;4738.1;Dr(a). Vasconcelos;27
